"","X.1","X","DyadId","ConflictId","Location","SideA","SideA2nd","SideB","SideBID","SideB2nd","Incompatibility","TerritoryName","Year","IntensityLevel","GWNoA","GWNoA2nd","GWNoB","GWNoB2nd","GWNoLoc","Region","South.East.Asia","Version","RelID","RelIDComm","RelIncomp","Jihadist","JihadistRebel","Demand","Med","MedComm","Region.1","East.Asia","Claim.Type","Few.to.many.demands","General.to.specific.aspirations","Unity.to.division","medrel","Nonrelincomp","mednonrel","jihadmed","nonjihadist","nonjihadistmed","relnonjihadmed","count","region","continent","StartYear","Duration","Period","post2001","rebstrength","obs","medlag","logdur","Terror_SideB","internationalized","noninternationalized","intermed","nonintermed"
"694",694,694,12487,"1-196","Egypt","Government of Egypt","","Ansar Bayt al-Maqdis","4319","",2,"",2014,1,"651","","","","651","2",NA,"1.0-2016",0,"88% of population Muslims in Egypt",1,1,1,1,0,NA,"Northern Africa",NA,2,1,1,1,NA,0,NA,0,0,NA,NA,1,"Northern Africa","Africa",2014,0,5,1,NA,1374,0,0,0,0,1,0,0
"695",695,695,259,"1-197","Georgia","Government of Georgia","","Republic of Abkhazia","1185","",1,"Abkhazia",1993,2,"372","","","","372","1",NA,"1.0-2016",0,"",0,0,NA,0,1,NA,"Eastern Europé",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"Western Asia","Asia",1992,1,1,0,"weaker",494,NA,0,0,0,1,0,1
"696",696,696,259,"1-197","Georgia","Government of Georgia","","Republic of Abkhazia","1185","",1,"Abkhazia",1992,1,"372","","","","372","1",NA,"1.0-2016",0,"",0,0,NA,0,1,NA,"Eastern Europé",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"Western Asia","Asia",1992,0,1,0,"weaker",495,1,0,0,0,1,0,1
"697",697,697,297,"1-198","Georgia","Government of Georgia","","Republic of South Ossetia","1186","Government of Russia (Soviet Union)",1,"South Ossetia",2008,1,"372","","","365","372","1",NA,"1.0-2016",0,"",0,0,NA,0,1,NA,"Eastern Europé",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"Western Asia","Asia",1992,16,4,1,"weaker",567,NA,2.77258872223978,0,1,0,1,0
"698",698,698,297,"1-198","Georgia","Government of Georgia","","Republic of South Ossetia","1186","",1,"South Ossetia",2004,1,"372","","","","372","1",NA,"1.0-2016",0,"",0,0,NA,0,1,NA,"Eastern Europé",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"Western Asia","Asia",1992,12,3,1,"weaker",568,1,2.484906649788,0,0,1,0,1
"699",699,699,297,"1-198","Georgia","Government of Georgia","","Republic of South Ossetia","1186","",1,"South Ossetia",1992,1,"372","","","","372","1",NA,"1.0-2016",0,"",0,0,NA,0,1,NA,"Eastern Europé",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"Western Asia","Asia",1992,0,1,0,"weaker",569,1,0,0,0,1,0,1
"700",700,700,367,"1-199","Moldova","Government of Moldova","","PMR","1187","",1,"Dniestr",1992,1,"359","","","","359","1",NA,"1.0-2016",0,"",0,0,NA,0,1,NA,"Eastern Europé",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"Eastern Europe","Europe",1992,0,1,0,"parity",889,NA,0,0,0,1,0,1
"701",701,701,345,"1-20","India, Pakistan","Government of India","","Government of Pakistan","770","",1,"Kashmir",1997,1,"750","","770","","750, 770","3",0,"1.0-2016",1,"",1,0,0,NA,1,NA,"South Asia",NA,NA,NA,NA,NA,1,0,0,0,1,1,1,1,NA,NA,1948,49,2,0,NA,768,NA,3.89182029811063,0,0,1,0,1
"702",702,702,345,"1-20","India, Pakistan","Government of India","","Government of Pakistan","770","",1,"Kashmir",1998,1,"750","","770","","750, 770","3",0,"1.0-2016",1,"",1,0,0,NA,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,0,NA,0,1,NA,NA,1,NA,NA,1948,50,2,0,NA,769,1,3.91202300542815,0,0,1,0,0
"703",703,703,345,"1-20","India, Pakistan","Government of India","","Government of Pakistan","770","",1,"Kashmir",1999,1,"750","","770","","750, 770","3",0,"1.0-2016",1,"",1,0,0,NA,1,NA,"South Asia",NA,NA,NA,NA,NA,1,0,0,0,1,1,1,1,NA,NA,1948,51,2,0,NA,770,0,3.93182563272433,0,0,1,0,1
"704",704,704,345,"1-20","India, Pakistan","Government of India","","Government of Pakistan","770","",1,"Kashmir",2000,1,"750","","770","","750, 770","3",0,"1.0-2016",1,"",1,0,0,NA,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,0,NA,0,1,NA,NA,1,NA,NA,1948,52,3,0,NA,771,1,3.95124371858143,0,0,1,0,0
"705",705,705,345,"1-20","India, Pakistan","Government of India","","Government of Pakistan","770","",1,"Kashmir",2001,1,"750","","770","","750, 770","3",0,"1.0-2016",1,"",1,0,0,NA,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,0,NA,0,1,NA,NA,1,NA,NA,1948,53,3,0,NA,772,0,3.97029191355212,0,0,1,0,0
"706",706,706,345,"1-20","India, Pakistan","Government of India","","Government of Pakistan","770","",1,"Kashmir",2002,1,"750","","770","","750, 770","3",0,"1.0-2016",1,"",1,0,0,NA,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,0,NA,0,1,NA,NA,1,NA,NA,1948,54,3,1,NA,773,0,3.98898404656427,0,0,1,0,0
"707",707,707,345,"1-20","India, Pakistan","Government of India","","Government of Pakistan","770","",1,"Kashmir",2003,1,"750","","770","","750, 770","3",0,"1.0-2016",1,"",1,0,0,NA,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,0,NA,0,1,NA,NA,1,NA,NA,1948,55,3,1,NA,774,0,4.00733318523247,0,0,1,0,0
"708",708,708,345,"1-20","India, Pakistan","Government of India","","Government of Pakistan","770","",1,"Kashmir",2014,1,"750","","770","","750, 770","3",0,"1.0-2016",1,"",1,0,0,NA,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,0,NA,0,1,NA,NA,1,NA,NA,1948,66,5,1,NA,775,0,4.18965474202643,0,0,1,0,0
"709",709,709,345,"1-20","India, Pakistan","Government of India","","Government of Pakistan","770","",1,"Kashmir",2015,1,"750","","770","","750, 770","3",0,"1.0-2016",1,"",1,0,0,NA,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,0,NA,0,1,NA,NA,1,NA,NA,1948,67,5,1,NA,776,0,4.20469261939097,0,0,1,0,0
"710",710,710,345,"1-20","India, Pakistan","Government of India","","Government of Pakistan","770","",1,"Kashmir",1989,1,"750","","770","","750, 770","3",0,"1.0-2016",1,"",1,0,0,NA,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,0,NA,0,1,NA,NA,1,NA,NA,1948,41,1,0,NA,777,0,3.71357206670431,0,0,1,0,0
"711",711,711,345,"1-20","India, Pakistan","Government of India","","Government of Pakistan","770","",1,"Kashmir",1990,1,"750","","770","","750, 770","3",0,"1.0-2016",1,"",1,0,0,NA,1,NA,"South Asia",NA,NA,NA,NA,NA,1,0,0,0,1,1,1,1,NA,NA,1948,42,1,0,NA,778,0,3.73766961828337,0,0,1,0,1
"712",712,712,345,"1-20","India, Pakistan","Government of India","","Government of Pakistan","770","",1,"Kashmir",1991,1,"750","","770","","750, 770","3",0,"1.0-2016",1,"",1,0,0,NA,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,0,NA,0,1,NA,NA,1,NA,NA,1948,43,1,0,NA,779,1,3.76120011569356,0,0,1,0,0
"713",713,713,345,"1-20","India, Pakistan","Government of India","","Government of Pakistan","770","",1,"Kashmir",1992,1,"750","","770","","750, 770","3",0,"1.0-2016",1,"",1,0,0,NA,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,0,NA,0,1,NA,NA,1,NA,NA,1948,44,1,0,NA,780,0,3.78418963391826,0,0,1,0,0
"714",714,714,345,"1-20","India, Pakistan","Government of India","","Government of Pakistan","770","",1,"Kashmir",1996,1,"750","","770","","750, 770","3",0,"1.0-2016",1,"",1,0,0,NA,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,0,NA,0,1,NA,NA,1,NA,NA,1948,48,2,0,NA,781,0,3.87120101090789,0,0,1,0,0
"715",715,715,353,"1-200","Tajikistan","Government of Tajikistan","","UTO","1188","",2,"",1998,1,"702","","","","702","3",0,"1.0-2016",0,"",1,1,1,1,1,NA,"Central Asia",NA,1,0,1,0,1,0,0,1,0,0,0,1,"Central Asia","Asia",1992,6,2,0,"weaker",816,NA,1.79175946922805,0,0,1,0,1
"716",716,716,353,"1-200","Tajikistan","Government of Tajikistan","Government of Russia (Soviet Union), Government of Uzbekistan","UTO","1188","",2,"",1994,1,"702","365, 704","","","702","3",0,"1.0-2016",0,"",1,1,1,1,1,NA,"Central Asia",NA,1,0,1,0,1,0,0,1,0,0,0,1,"Central Asia","Asia",1992,2,1,0,"weaker",817,1,0.693147180559945,0,1,0,1,0
"717",717,717,353,"1-200","Tajikistan","Government of Tajikistan","Government of Russia (Soviet Union)","UTO","1188","",2,"",1995,1,"702","365","","","702","3",0,"1.0-2016",0,"",1,1,1,1,1,NA,"Central Asia",NA,1,0,1,0,1,0,0,1,0,0,0,1,"Central Asia","Asia",1992,3,2,0,"weaker",818,1,1.09861228866811,0,1,0,1,0
"718",718,718,353,"1-200","Tajikistan","Government of Tajikistan","Government of Russia (Soviet Union)","UTO","1188","",2,"",1996,2,"702","365","","","702","3",0,"1.0-2016",0,"",1,1,1,1,1,NA,"Central Asia",NA,1,0,1,0,1,0,0,1,0,0,0,1,"Central Asia","Asia",1992,4,2,0,"weaker",819,1,1.38629436111989,0,1,0,1,0
"719",719,719,353,"1-200","Tajikistan","Government of Tajikistan","Government of Russia (Soviet Union), Government of Uzbekistan","UTO","1188","",2,"",1993,2,"702","365, 704","","","702","3",0,"1.0-2016",0,"",1,1,1,1,0,NA,"Central Asia",NA,1,0,1,0,0,0,0,0,0,0,0,1,"Central Asia","Asia",1992,1,1,0,"weaker",820,1,0,0,1,0,0,0
"720",720,720,353,"1-200","Tajikistan","Government of Tajikistan","","UTO","1188","",2,"",1992,2,"702","","","","702","3",0,"1.0-2016",0,"",1,1,1,1,0,NA,"Central Asia",NA,1,0,1,0,0,0,0,0,0,0,0,1,"Central Asia","Asia",1992,0,1,0,"weaker",821,0,0,0,0,1,0,0
"721",721,721,415,"1-200","Tajikistan","Government of Tajikistan","","Forces of Khudoberdiyev","1189","",2,"",1998,1,"702","","","","702","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"Central Asia",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Central Asia","Asia",1997,1,2,0,"weaker",1010,0,0,0,0,1,0,0
"722",722,722,415,"1-200","Tajikistan","Government of Tajikistan","","Forces of Khudoberdiyev","1189","",2,"",1997,1,"702","","","","702","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"Central Asia",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Central Asia","Asia",1997,0,2,0,"weaker",1011,0,0,0,0,1,0,0
"723",723,723,809,"1-200","Tajikistan","Government of Tajikistan","","IMU","1202","",2,"",2010,1,"702","","","","702","3",0,"1.0-2016",0,"Rebel - Islamist extremeists",1,1,1,1,0,NA,"Central Asia",NA,2,1,1,1,0,0,0,0,0,0,0,1,"Central Asia","Asia",2005,5,5,1,NA,1272,0,1.6094379124341,1,0,1,0,0
"724",724,724,809,"1-200","Tajikistan","Government of Tajikistan","","IMU","1202","",2,"",2011,1,"702","","","","702","3",0,"1.0-2016",0,"Rebel - Islamist extremeists",1,1,1,1,0,NA,"Central Asia",NA,2,1,1,1,0,0,0,0,0,0,0,1,"Central Asia","Asia",2005,6,5,1,NA,1273,0,1.79175946922805,1,0,1,0,0
"725",725,725,848,"1-200","Tajikistan","Government of Tajikistan","","PFT","2073","",2,"",1992,1,"702","","","","702","3",0,"1.0-2016",0,"",1,1,0,0,0,NA,"Central Asia",NA,6,1,1,1,0,0,0,0,0,0,0,1,"Central Asia","Asia",1992,0,1,0,NA,1326,0,0,0,0,1,0,0
"726",726,726,849,"1-200","Tajikistan","Government of Tajikistan","","Forces of Mullo Abdullo","2085","",2,"",2000,1,"702","","","","702","3",0,"1.0-2016",0,"",1,1,1,1,0,NA,"Central Asia",NA,1,0,1,1,0,0,0,0,0,0,0,1,"Central Asia","Asia",2000,0,3,0,NA,1327,0,0,0,0,1,0,0
"727",727,727,849,"1-200","Tajikistan","Government of Tajikistan","","Forces of Mullo Abdullo","2085","",2,"",2010,1,"702","","","","702","3",0,"1.0-2016",0,"",1,1,1,1,0,NA,"Central Asia",NA,1,0,1,1,0,0,0,0,0,0,0,1,"Central Asia","Asia",2000,10,5,1,NA,1328,0,2.30258509299405,0,0,1,0,0
"728",728,728,362,"1-201","Azerbaijan","Government of Azerbaijan","","Military faction (forces of Suret Husseinov)","1190","",2,"",1993,1,"373","","","","373","1",NA,"1.0-2016",0,"",0,0,NA,0,0,NA,"Eastern Europé",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Western Asia","Asia",1993,0,1,0,"stronger",875,NA,0,0,0,1,0,0
"729",729,729,407,"1-201","Azerbaijan","Government of Azerbaijan","","OPON Forces","1191","",2,"",1995,1,"373","","","","373","1",NA,"1.0-2016",0,"",0,0,NA,0,0,NA,"Eastern Europé",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Western Asia","Asia",1994,1,2,0,"weaker",967,0,0,0,0,1,0,0
"730",730,730,294,"1-202","Bosnia-Herzegovina","Government of Bosnia-Herzegovina","","Autonomous Province of Western Bosnia","1192","",1,"Bihaca Krajina",1993,1,"346","","","","346","1",NA,"1.0-2016",1,"",0,0,NA,0,0,NA,"Europé",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Southern Europe","Europe",1993,0,1,0,"much weaker",544,NA,0,0,0,1,0,0
"731",731,731,294,"1-202","Bosnia-Herzegovina","Government of Bosnia-Herzegovina","","Autonomous Province of Western Bosnia","1192","",1,"Bihaca Krajina",1994,1,"346","","","","346","1",NA,"1.0-2016",1,"",0,0,NA,0,0,NA,"Europé",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Southern Europe","Europe",1993,1,1,0,"much weaker",545,0,0,0,0,1,0,0
"732",732,732,294,"1-202","Bosnia-Herzegovina","Government of Bosnia-Herzegovina","","Autonomous Province of Western Bosnia","1192","",1,"Bihaca Krajina",1995,1,"346","","","","346","1",NA,"1.0-2016",1,"",0,0,NA,0,0,NA,"Europé",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Southern Europe","Europe",1993,2,2,0,"much weaker",546,0,0.693147180559945,0,0,1,0,0
"733",733,733,293,"1-203","Bosnia-Herzegovina","Government of Bosnia-Herzegovina","","Croatian Republic of Bosnia-Herzegovina","1193","",1,"Croat",1994,1,"346","","","","346","1",NA,"1.0-2016",1,"",0,0,NA,0,1,NA,"Europé",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"Southern Europe","Europe",1993,1,1,0,"parity",542,NA,0,0,0,1,0,1
"734",734,734,293,"1-203","Bosnia-Herzegovina","Government of Bosnia-Herzegovina","","Croatian Republic of Bosnia-Herzegovina","1193","Government of Croatia",1,"Croat",1993,2,"346","","","344","346","1",NA,"1.0-2016",1,"",0,0,NA,0,1,NA,"Europé",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"Southern Europe","Europe",1993,0,1,0,"parity",543,1,0,0,1,0,1,0
"735",735,735,350,"1-204","Russia (Soviet Union)","Government of Russia (Soviet Union)","","Parliamentary Forces","1194","",2,"",1993,1,"365","","","","365","1",NA,"1.0-2016",0,"Russian orthodox",0,0,NA,0,1,NA,"Eastern Europé",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"Eastern Europe","Europe",1993,0,1,0,"much weaker",814,NA,0,0,0,1,0,1
"736",736,736,230,"1-205","Mexico","Government of Mexico","","EZLN","1628","",2,"",1994,1,"70","","","","70","5",NA,"1.0-2016",0,"",0,0,NA,0,0,NA,"Central America",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Central America","Americas",1994,0,1,0,"weaker",365,NA,0,0,0,1,0,0
"737",737,737,299,"1-205","Mexico","Government of Mexico","","EPR","1629","",2,"",1996,1,"70","","","","70","5",NA,"1.0-2016",0,"",0,0,NA,0,0,NA,"Central America",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Central America","Americas",1996,0,2,0,"weaker",576,0,0,0,0,1,0,0
"738",738,738,348,"1-206","Russia (Soviet Union)","Government of Russia (Soviet Union)","","Chechen Republic of Ichkeria","1195","",1,"Chechnya",1999,2,"365","","","","365","1",NA,"1.0-2016",1,"",0,0,0,0,0,NA,"Eastern Europé",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Eastern Europe","Europe",1994,5,2,0,"weaker",791,NA,1.6094379124341,0,0,1,0,0
"739",739,739,348,"1-206","Russia (Soviet Union)","Government of Russia (Soviet Union)","","Chechen Republic of Ichkeria","1195","",1,"Chechnya",2000,2,"365","","","","365","1",NA,"1.0-2016",1,"",0,0,0,0,0,NA,"Eastern Europé",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Eastern Europe","Europe",1994,6,3,0,"weaker",792,0,1.79175946922805,0,0,1,0,0
"740",740,740,348,"1-206","Russia (Soviet Union)","Government of Russia (Soviet Union)","","Chechen Republic of Ichkeria","1195","",1,"Chechnya",1996,2,"365","","","","365","1",NA,"1.0-2016",1,"Govt - Russian Orthodox",0,0,0,1,0,NA,"Eastern Europé",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Eastern Europe","Europe",1994,2,2,0,"weaker",793,0,0.693147180559945,0,0,1,0,0
"741",741,741,348,"1-206","Russia (Soviet Union)","Government of Russia (Soviet Union)","","Chechen Republic of Ichkeria","1195","",1,"Chechnya",2007,1,"365","","","","365","1",NA,"1.0-2016",1,"",0,0,0,0,0,NA,"Eastern Europé",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Eastern Europe","Europe",1994,13,4,1,"weaker",794,0,2.56494935746154,0,0,1,0,0
"742",742,742,348,"1-206","Russia (Soviet Union)","Government of Russia (Soviet Union)","","Chechen Republic of Ichkeria","1195","",1,"Chechnya",1995,2,"365","","","","365","1",NA,"1.0-2016",1,"Govt - Russian Orthodox",0,0,0,1,1,NA,"Eastern Europé",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"Eastern Europe","Europe",1994,1,2,0,"weaker",795,0,0,0,0,1,0,1
"743",743,743,348,"1-206","Russia (Soviet Union)","Government of Russia (Soviet Union)","","Chechen Republic of Ichkeria","1195","",1,"Chechnya",2005,1,"365","","","","365","1",NA,"1.0-2016",1,"",0,0,0,0,0,NA,"Eastern Europé",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Eastern Europe","Europe",1994,11,4,1,"weaker",796,1,2.39789527279837,0,0,1,0,0
"744",744,744,348,"1-206","Russia (Soviet Union)","Government of Russia (Soviet Union)","","Chechen Republic of Ichkeria","1195","",1,"Chechnya",2002,1,"365","","","","365","1",NA,"1.0-2016",1,"",0,0,0,0,0,NA,"Eastern Europé",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Eastern Europe","Europe",1994,8,3,1,"weaker",797,0,2.07944154167984,0,0,1,0,0
"745",745,745,348,"1-206","Russia (Soviet Union)","Government of Russia (Soviet Union)","","Chechen Republic of Ichkeria","1195","",1,"Chechnya",2006,1,"365","","","","365","1",NA,"1.0-2016",1,"",0,0,0,0,0,NA,"Eastern Europé",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Eastern Europe","Europe",1994,12,4,1,"weaker",798,0,2.484906649788,0,0,1,0,0
"746",746,746,348,"1-206","Russia (Soviet Union)","Government of Russia (Soviet Union)","","Chechen Republic of Ichkeria","1195","",1,"Chechnya",2001,1,"365","","","","365","1",NA,"1.0-2016",1,"",0,0,0,0,0,NA,"Eastern Europé",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Eastern Europe","Europe",1994,7,3,0,"weaker",799,0,1.94591014905531,0,0,1,0,0
"747",747,747,348,"1-206","Russia (Soviet Union)","Government of Russia (Soviet Union)","","Chechen Republic of Ichkeria","1195","",1,"Chechnya",1994,1,"365","","","","365","1",NA,"1.0-2016",1,"Govt - Russian Orthodox",0,0,0,1,0,NA,"Eastern Europé",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Eastern Europe","Europe",1994,0,1,0,"weaker",800,0,0,0,0,1,0,0
"748",748,748,348,"1-206","Russia (Soviet Union)","Government of Russia (Soviet Union)","","Chechen Republic of Ichkeria","1195","",1,"Chechnya",2004,2,"365","","","","365","1",NA,"1.0-2016",1,"",0,0,0,0,0,NA,"Eastern Europé",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Eastern Europe","Europe",1994,10,3,1,"weaker",801,0,2.30258509299405,0,0,1,0,0
"749",749,749,348,"1-206","Russia (Soviet Union)","Government of Russia (Soviet Union)","","Chechen Republic of Ichkeria","1195","",1,"Chechnya",2003,1,"365","","","","365","1",NA,"1.0-2016",1,"",0,0,0,0,0,NA,"Eastern Europé",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Eastern Europe","Europe",1994,9,3,1,"weaker",802,0,2.19722457733622,0,0,1,0,0
"750",750,750,375,"1-207","Yemen (North Yemen)","Government of Yemen (North Yemen)","","Democratic Republic of Yemen","1196","",1,"South Yemen",1994,2,"678","","","","678","2",NA,"1.0-2016",0,"",0,0,NA,0,1,NA,"Middle East",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,NA,NA,1994,0,1,0,"weaker",894,NA,0,0,0,1,0,1
"751",751,751,227,"1-208","Ecuador, Peru","Government of Ecuador","","Government of Peru","135","",1,"Cordillera del Condor",1995,1,"130","","135","","130, 135","5",NA,"1.0-2016",0,"",0,0,NA,0,1,NA,"South America",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,NA,NA,1995,0,2,0,NA,357,NA,0,0,0,1,0,1
"752",752,752,340,"1-209","Pakistan","Government of Pakistan","","MQM","1197","",2,"",1996,1,"770","","","","770","3",0,"1.0-2016",0,"Mohajirs are muslims who fled to Pakistan in connection with the partition of the continent.The Muttahidda [Mothaidda] Quami Movement (MQM), formerly known as the Mohajir Quami Movement, is a political group which represents the Urdu-speaking immigrant urban Mohajir population which migrated from India at the time the creation of Pakistan in 1947).",0,0,NA,0,1,NA,"Central/South Asia",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"Southern Asia","Asia",1990,6,2,0,"weaker",731,NA,1.79175946922805,0,0,1,0,1
"753",753,753,340,"1-209","Pakistan","Government of Pakistan","","MQM","1197","",2,"",1990,1,"770","","","","770","3",0,"1.0-2016",0,"Mohajirs are muslims who fled to Pakistan in connection with the partition of the continent.The Muttahidda [Mothaidda] Quami Movement (MQM), formerly known as the Mohajir Quami Movement, is a political group which represents the Urdu-speaking immigrant urban Mohajir population which migrated from India at the time the creation of Pakistan in 1947).",0,0,NA,0,0,NA,"Central/South Asia",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Southern Asia","Asia",1990,0,1,0,"weaker",733,1,0,0,0,1,0,0
"754",754,754,340,"1-209","Pakistan","Government of Pakistan","","MQM","1197","",2,"",1995,1,"770","","","","770","3",0,"1.0-2016",0,"Mohajirs are muslims who fled to Pakistan in connection with the partition of the continent.The Muttahidda [Mothaidda] Quami Movement (MQM), formerly known as the Mohajir Quami Movement, is a political group which represents the Urdu-speaking immigrant urban Mohajir population which migrated from India at the time the creation of Pakistan in 1947).",0,0,NA,0,0,NA,"Central/South Asia",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Southern Asia","Asia",1990,5,2,0,"weaker",735,0,1.6094379124341,0,0,1,0,0
"755",755,755,340,"1-209","Pakistan","Government of Pakistan","","MQM","1197","",2,"",1994,1,"770","","","","770","3",0,"1.0-2016",0,"Mohajirs are muslims who fled to Pakistan in connection with the partition of the continent.The Muttahidda [Mothaidda] Quami Movement (MQM), formerly known as the Mohajir Quami Movement, is a political group which represents the Urdu-speaking immigrant urban Mohajir population which migrated from India at the time the creation of Pakistan in 1947).",0,0,NA,0,0,NA,"Central/South Asia",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Southern Asia","Asia",1990,4,1,0,"weaker",737,0,1.38629436111989,0,0,1,0,0
"756",756,756,768,"1-209","Pakistan","Government of Pakistan","","TTP","1199","",2,"",2007,1,"770","","","","770","3",0,"1.0-2016",0,"",1,1,1,1,1,NA,"Central/South Asia",NA,1,1,1,1,1,0,0,1,0,0,0,1,"Southern Asia","Asia",2007,0,4,1,NA,1205,0,0,0,0,1,0,1
"757",757,757,768,"1-209","Pakistan","Government of Pakistan","","TTP","1199","",2,"",2013,2,"770","","","","770","3",0,"1.0-2016",0,"",1,1,1,1,0,NA,"Central/South Asia",NA,1,1,1,1,0,0,0,0,0,0,0,1,"Southern Asia","Asia",2007,6,5,1,NA,1206,1,1.79175946922805,0,0,1,0,0
"758",758,758,768,"1-209","Pakistan","Government of Pakistan","","TTP","1199","",2,"",2014,2,"770","","","","770","3",0,"1.0-2016",0,"",1,1,1,1,0,NA,"Central/South Asia",NA,1,1,1,1,NA,0,NA,0,0,NA,NA,1,"Southern Asia","Asia",2007,7,5,1,NA,1207,0,1.94591014905531,0,0,1,0,0
"759",759,759,768,"1-209","Pakistan","Government of Pakistan","Government of Afghanistan","TTP","1199","",2,"",2015,2,"770","700","","","770","3",0,"1.0-2016",0,"",1,1,1,1,0,NA,"",NA,1,1,1,1,NA,0,NA,0,0,NA,NA,1,"Southern Asia","Asia",2007,8,5,1,NA,1208,0,2.07944154167984,0,1,0,0,0
"760",760,760,768,"1-209","Pakistan","Government of Pakistan","","TTP","1199","",2,"",2009,2,"770","","","","770","3",0,"1.0-2016",0,"",1,1,1,1,0,NA,"Central/South Asia",NA,1,1,1,1,0,0,0,0,0,0,0,1,"Southern Asia","Asia",2007,2,4,1,NA,1209,0,0.693147180559945,0,0,1,0,0
"761",761,761,768,"1-209","Pakistan","Government of Pakistan","","TTP","1199","",2,"",2010,2,"770","","","","770","3",0,"1.0-2016",0,"",1,1,1,1,0,NA,"Central/South Asia",NA,1,1,1,1,0,0,0,0,0,0,0,1,"Southern Asia","Asia",2007,3,5,1,NA,1210,0,1.09861228866811,0,0,1,0,0
"762",762,762,768,"1-209","Pakistan","Government of Pakistan","","TTP","1199","",2,"",2008,2,"770","","","","770","3",0,"1.0-2016",0,"",1,1,1,1,0,NA,"Central/South Asia",NA,1,1,1,1,0,0,0,0,0,0,0,1,"Southern Asia","Asia",2007,1,4,1,NA,1211,0,0,0,0,1,0,0
"763",763,763,768,"1-209","Pakistan","Government of Pakistan","","TTP","1199","",2,"",2011,2,"770","","","","770","3",0,"1.0-2016",0,"",1,1,1,1,0,NA,"Central/South Asia",NA,1,1,1,1,0,0,0,0,0,0,0,1,"Southern Asia","Asia",2007,4,5,1,NA,1212,0,1.38629436111989,0,0,1,0,0
"764",764,764,768,"1-209","Pakistan","Government of Pakistan","","TTP","1199","",2,"",2012,2,"770","","","","770","3",0,"1.0-2016",0,"",1,1,1,1,0,NA,"Central/South Asia",NA,1,1,1,1,0,0,0,0,0,0,0,1,"Southern Asia","Asia",2007,5,5,1,NA,1213,0,1.6094379124341,0,0,1,0,0
"765",765,765,843,"1-209","Pakistan","Government of Pakistan","","TTP - TA","1986","",2,"",2012,1,"770","","","","770","3",0,"1.0-2016",0,"",1,1,1,1,0,NA,"Central/South Asia",NA,1,1,1,1,0,0,0,0,0,0,0,1,"Southern Asia","Asia",2012,0,5,1,NA,1319,0,0,0,0,1,0,0
